,vid_name,channel_name,publishedAt ,views,likes,commentCount,vidID,Playlist_id,Playlist_name,Subscribers
363,THE IDOL JUNE 4TH Official Teaser,The Weeknd,2023-04-17T16:44:16Z,1219704,52174,1889,PIvb1skN5BE,PLK2zhq9oy0K5VsljASObg3QJ-hNwxsB1H,The Idol (Music from the HBO Original Series),32600000
364,The Weeknd: Live at SoFi Stadium - Die For You,The Weeknd,2023-02-16T17:00:44Z,2537454,98132,2499,wX0anflee0U,PLK2zhq9oy0K6C6GTz7Qr2KbCY_XbLYV0l,The Weeknd: Live at SoFi Stadium,32600000
365,The Weeknd - Live At Sofi Stadium Trailer (HBO Concert Special),The Weeknd,2023-02-09T19:55:24Z,309457,18138,859,NUApaq14x64,PLK2zhq9oy0K6C6GTz7Qr2KbCY_XbLYV0l,The Weeknd: Live at SoFi Stadium,32600000
366,The Weeknd - Live At Sofi Stadium Trailer (HBO Concert Special),The Weeknd,2023-02-09T19:55:24Z,309457,18138,859,NUApaq14x64,PLK2zhq9oy0K6C6GTz7Qr2KbCY_XbLYV0l,The Weeknd: Live at SoFi Stadium,32600000
367,The Weeknd x The Dawn FM Experience - Out of Time,The Weeknd,2022-02-28T23:38:52Z,2854581,78269,2368,fgMV0ZJwBOw,PLK2zhq9oy0K4OgF8a_ZR5lCWd1N6qKJ5t,Dawn FM Experience,32600000
368,The Weeknd x The Dawn FM Experience - How Do I Make You Love Me,The Weeknd,2022-03-13T16:00:53Z,169633,16009,734,eOpVjbBb-nM,PLK2zhq9oy0K4OgF8a_ZR5lCWd1N6qKJ5t,Dawn FM Experience,32600000
369,The Weeknd x The Dawn FM Experience - Take My Breath,The Weeknd,2022-02-28T23:40:10Z,1581864,48067,1645,BnBhE9s2Rhk,PLK2zhq9oy0K4OgF8a_ZR5lCWd1N6qKJ5t,Dawn FM Experience,32600000
370,The Weeknd x The Dawn FM Experience - Is There Someone Else,The Weeknd,2022-03-01T23:25:02Z,2864903,84548,1811,TfEwkrTPyMk,PLK2zhq9oy0K4OgF8a_ZR5lCWd1N6qKJ5t,Dawn FM Experience,32600000
371,The Weeknd x The Dawn FM Experience - Dawn FM/Gasoline,The Weeknd,2022-03-13T16:00:37Z,112421,10835,502,dXg4L7AWMq0,PLK2zhq9oy0K4OgF8a_ZR5lCWd1N6qKJ5t,Dawn FM Experience,32600000
372,The Weeknd x The Dawn FM Experience - Less Than Zero,The Weeknd,2022-03-01T23:24:59Z,2188080,63650,2061,gKVdq0FtQXc,PLK2zhq9oy0K4OgF8a_ZR5lCWd1N6qKJ5t,Dawn FM Experience,32600000
373,"The Weeknd, Swedish House Mafia - Sacrifice (Remix / Alternate World)",TheWeekndVEVO,2022-01-12T05:00:30Z,11196002,243681,7569,lu7lJ5okjyo,PLK2zhq9oy0K6rjySCH1nARTssbv8m2Kfm,Official Videos,32600000
374,The Weeknd - 103.5 DAWN FM,TheWeekndVEVO,2022-01-17T11:00:21Z,12703342,226386,7775,hWlYEaxubRY,PLK2zhq9oy0K6rjySCH1nARTssbv8m2Kfm,Official Videos,32600000
375,The Weeknd - Gasoline (Official Lyric Video),The Weeknd,2022-01-09T06:43:08Z,2491674,42136,918,AWZF4Em0cwU,PLK2zhq9oy0K77FKXvjTO9h4-LA68NnjcJ,Dawn FM (Lyric Videos),32600000
376,The Weeknd - How Do I Make You Love Me? (Official LyricVideo),The Weeknd,2022-01-09T06:43:08Z,5234941,73511,1144,g4tHn1Ng_iM,PLK2zhq9oy0K77FKXvjTO9h4-LA68NnjcJ,Dawn FM (Lyric Videos),32600000
377,The Weeknd - Take My Breath (Official Lyric Video),TheWeekndVEVO,2021-08-06T04:00:17Z,5773121,137618,6014,oH1eiyQpw2E,PLK2zhq9oy0K77FKXvjTO9h4-LA68NnjcJ,Dawn FM (Lyric Videos),32600000
378,The Weeknd - Sacrifice (Official Lyric Video),The Weeknd,2022-01-09T06:43:08Z,2372249,41927,793,jh0v2SAIW5o,PLK2zhq9oy0K77FKXvjTO9h4-LA68NnjcJ,Dawn FM (Lyric Videos),32600000
379,The Weeknd - Out Of Time (Official Lyric Video),The Weeknd,2022-01-09T06:43:08Z,8767992,138966,3475,xBa3YUgQeL4,PLK2zhq9oy0K77FKXvjTO9h4-LA68NnjcJ,Dawn FM (Lyric Videos),32600000
380,"The Weeknd ft. Tyler, The Creator - Here We Go… Again (Official Lyric Video)",The Weeknd,2022-01-09T06:43:08Z,3037273,56522,1449,rhVqSATlmQs,PLK2zhq9oy0K77FKXvjTO9h4-LA68NnjcJ,Dawn FM (Lyric Videos),32600000
381,The Weeknd - Best Friends (Official Lyric Video),The Weeknd,2022-01-09T06:43:08Z,4075607,70506,1530,hpNBXbJ7rzs,PLK2zhq9oy0K77FKXvjTO9h4-LA68NnjcJ,Dawn FM (Lyric Videos),32600000
382,The Weeknd - Is There Someone Else? (Official LyricVideo),The Weeknd,2022-01-09T06:43:08Z,9983988,136455,2199,b-esdxjN8N8,PLK2zhq9oy0K77FKXvjTO9h4-LA68NnjcJ,Dawn FM (Lyric Videos),32600000
383,The Weeknd - Starry Eyes (Official Lyric Video),The Weeknd,2022-01-09T06:43:08Z,2326767,47291,1085,_GA3dj_HxO4,PLK2zhq9oy0K77FKXvjTO9h4-LA68NnjcJ,Dawn FM (Lyric Videos),32600000
384,The Weeknd - Every Angel Is Terrifying (Official Lyric Video),The Weeknd,2022-01-09T06:43:08Z,1353780,20453,598,kMXs99tPkcg,PLK2zhq9oy0K77FKXvjTO9h4-LA68NnjcJ,Dawn FM (Lyric Videos),32600000
385,The Weeknd - Don't Break My Heart (Official LyricVideo),The Weeknd,2022-01-09T06:43:08Z,3588554,47996,726,OeqV6oyNHc0,PLK2zhq9oy0K77FKXvjTO9h4-LA68NnjcJ,Dawn FM (Lyric Videos),32600000
386,The Weeknd ft. Lil Wayne - I Heard You're Married (Official Lyric Video),The Weeknd,2022-01-09T06:43:08Z,3786738,48523,940,86kEbw4pvxU,PLK2zhq9oy0K77FKXvjTO9h4-LA68NnjcJ,Dawn FM (Lyric Videos),32600000
387,The Weeknd - Less Than Zero (Official Lyric Video),The Weeknd,2022-01-09T06:43:08Z,19434394,227162,6034,UKunvvN2iCk,PLK2zhq9oy0K77FKXvjTO9h4-LA68NnjcJ,Dawn FM (Lyric Videos),32600000
388,Black Atlass ft. Sonia - By My Side (Official Video) ft. SONiA,BlackAtlassVEVO,2020-04-03T19:00:12Z,1877193,52350,832,ZZ_DoY7bWNk,PLK2zhq9oy0K7A1ktlcntvQJty4c0k8R5U,XO LET’S GOOO 🔥,32600000
389,Black Atlass - Lie To Me (Official Video),BlackAtlassVEVO,2020-02-26T20:00:02Z,2352787,41409,1177,CvpCLwXSOnk,PLK2zhq9oy0K7A1ktlcntvQJty4c0k8R5U,XO LET’S GOOO 🔥,32600000
390,NAV & Gunna ft. Travis Scott - Turks (Official Video) ft. Travis Scott,NAVVEVO,2020-03-30T19:00:12Z,19074085,421172,23806,WB1xTnTwF3Q,PLK2zhq9oy0K7A1ktlcntvQJty4c0k8R5U,XO LET’S GOOO 🔥,32600000
391,NAV & Gunna - Turks feat. Travis Scott (Behind The Scenes),NAV,2020-04-01T16:44:41Z,193726,7251,341,BnDMTZwN5uQ,PLK2zhq9oy0K7A1ktlcntvQJty4c0k8R5U,XO LET’S GOOO 🔥,32600000
392,The Weeknd - Heartless (Official Video),TheWeekndVEVO,2019-12-03T22:30:12Z,177208739,2087474,66838,1DpH-icPpl0,PLK2zhq9oy0K6rjySCH1nARTssbv8m2Kfm,Official Videos,32600000
393,The Weeknd - Blinding Lights (Official Video),TheWeekndVEVO,2020-01-21T18:00:10Z,728493934,9285395,287566,4NRXx6U8ABQ,PLK2zhq9oy0K6rjySCH1nARTssbv8m2Kfm,Official Videos,32600000
394,The Weeknd - After Hours (Short Film),TheWeekndVEVO,2020-03-04T16:00:11Z,13319059,438939,17822,oq9AgxHvGjw,PLK2zhq9oy0K6rjySCH1nARTssbv8m2Kfm,Official Videos,32600000
395,The Weeknd - In Your Eyes (Official Video),TheWeekndVEVO,2020-03-23T16:00:10Z,103072469,1303051,45901,dqRZDebPIGs,PLK2zhq9oy0K6rjySCH1nARTssbv8m2Kfm,Official Videos,32600000
396,The Weeknd - Until I Bleed Out (Official Video),TheWeekndVEVO,2020-04-07T16:00:31Z,21509825,417283,14347,i58MNnk6BhY,PLK2zhq9oy0K6rjySCH1nARTssbv8m2Kfm,Official Videos,32600000
397,The Weeknd ft. ROSALÍA - Blinding Lights [Remix] (Official Lyric Video),TheWeekndVEVO,2020-12-04T05:00:11Z,48833161,827399,76744,Soly0ne467M,PLK2zhq9oy0K7A1ktlcntvQJty4c0k8R5U,XO LET’S GOOO 🔥,32600000
398,NAV - Young Wheezy ft. Gunna (Official Music Video),NAVVEVO,2021-01-07T18:00:10Z,4420237,109820,3275,NwZiH0IaoAQ,PLK2zhq9oy0K7A1ktlcntvQJty4c0k8R5U,XO LET’S GOOO 🔥,32600000
399,The Weeknd’s FULL Pepsi Super Bowl LV Halftime Show,NFL,2021-02-08T01:57:48Z,60533923,1551091,125272,9rhadTURsrw,PLK2zhq9oy0K6rjySCH1nARTssbv8m2Kfm,Official Videos,32600000
400,The Dawn Is Coming (Teaser),The Weeknd,2021-08-02T04:49:16Z,1524359,156792,15158,DQ7C0aE0I4M,PLK2zhq9oy0K7A1ktlcntvQJty4c0k8R5U,XO LET’S GOOO 🔥,32600000
401,The Weeknd - Take My Breath (Official Music Video),TheWeekndVEVO,2021-08-06T04:00:09Z,149493835,1759174,58863,rhTl_OyehF8,FL0WP5P-ufpRfjbNrmOWwLBQ,Favorites,32600000
402,The Weeknd - Call Out My Name (Official Audio),The Weeknd,2018-03-30T03:07:19Z,164053747,1666677,35585,rsEne1ZiQrk,PLK2zhq9oy0K4yxwMmBPsXQ3NvaQSxw6rY,"My Dear Melancholy,",32600000
403,The Weeknd - Try Me (Official Audio),The Weeknd,2018-03-30T03:07:03Z,79182316,526284,9874,y08R20KflNM,PLK2zhq9oy0K4yxwMmBPsXQ3NvaQSxw6rY,"My Dear Melancholy,",32600000
404,The Weeknd - Wasted Times (Official Audio),The Weeknd,2018-03-30T03:06:44Z,57652273,454569,9908,R0rKB_bsUNg,PLK2zhq9oy0K4yxwMmBPsXQ3NvaQSxw6rY,"My Dear Melancholy,",32600000
405,The Weeknd - I Was Never There feat. Gesaffelstein (Official Audio),The Weeknd,2018-03-30T03:06:27Z,145304808,1559403,18687,OlStmta0Vh4,PLK2zhq9oy0K4yxwMmBPsXQ3NvaQSxw6rY,"My Dear Melancholy,",32600000
406,The Weeknd - Hurt You feat. Gesaffelstein (Official Audio),The Weeknd,2018-03-30T03:05:28Z,64399213,439783,9223,wKDU5pXhf5o,PLK2zhq9oy0K4yxwMmBPsXQ3NvaQSxw6rY,"My Dear Melancholy,",32600000
407,The Weeknd - Privilege (Official Audio),The Weeknd,2018-03-30T03:05:12Z,23079713,222301,6261,JcVDXHeD59c,PLK2zhq9oy0K4yxwMmBPsXQ3NvaQSxw6rY,"My Dear Melancholy,",32600000
408,The Weeknd - Tell Your Friends (Vevo Presents),TheWeekndVEVO,2015-08-31T15:40:00Z,1885550,22146,803,3YbIleDN6lE,PLK2zhq9oy0K6HFPsHPuDnicC0Gnu8m5ZH,Vevo Presents: The Weeknd @ Mod Club,32600000
409,The Weeknd - Can’t Feel My Face (Vevo Presents),TheWeekndVEVO,2015-08-31T15:40:00Z,3605126,36009,1253,a_7t9y4hZGo,PLK2zhq9oy0K6HFPsHPuDnicC0Gnu8m5ZH,Vevo Presents: The Weeknd @ Mod Club,32600000
410,The Weeknd - The Hills (Vevo Presents),TheWeekndVEVO,2015-08-31T15:40:00Z,4953575,54254,2394,Yg7JqhmAaUs,PLK2zhq9oy0K6HFPsHPuDnicC0Gnu8m5ZH,Vevo Presents: The Weeknd @ Mod Club,32600000
411,The Weeknd - House of Balloons / Glass Table Girls (Vevo Presents),TheWeekndVEVO,2015-08-31T15:40:00Z,1830738,29960,1290,Nk6Zau-LKtg,PLK2zhq9oy0K6HFPsHPuDnicC0Gnu8m5ZH,Vevo Presents: The Weeknd @ Mod Club,32600000
412,The Weeknd - High For This (Vevo Presents),TheWeekndVEVO,2015-08-31T15:40:00Z,2124098,25949,808,CRvAEic_KeU,PLK2zhq9oy0K6HFPsHPuDnicC0Gnu8m5ZH,Vevo Presents: The Weeknd @ Mod Club,32600000
413,The Weeknd - Trailer (Official Live Performance),TheWeekndVEVO,2020-11-20T17:00:10Z,890585,55231,2468,WdBQ7q9z7rE,PLK2zhq9oy0K6HFPsHPuDnicC0Gnu8m5ZH,Vevo Presents: The Weeknd @ Mod Club,32600000
414,The Weeknd - Faith (Official Live Performance) | Vevo,TheWeekndVEVO,2020-11-25T17:00:09Z,7950730,184957,8726,8xH0sdjMINY,PLK2zhq9oy0K6HFPsHPuDnicC0Gnu8m5ZH,Vevo Presents: The Weeknd @ Mod Club,32600000
415,The Weeknd - The Weeknd – Save Your Tears (Live on The 2021 Billboard Music Awards),TheWeekndVEVO,2021-05-24T04:52:51Z,26009688,800656,32165,-Ot0vHUyEpw,PLK2zhq9oy0K67Rg-k8haJCKMSXbt7Fhtr,TV Performances,32600000
416,The Weeknd - The Weeknd – Save Your Tears (Live on The 2021 Billboard Music Awards),TheWeekndVEVO,2021-05-24T04:52:51Z,26009688,800656,32165,-Ot0vHUyEpw,PLK2zhq9oy0K67Rg-k8haJCKMSXbt7Fhtr,TV Performances,32600000
417,The Weeknd - Save Your Tears (Live at The BRIT Awards 2021),TheWeekndVEVO,2021-05-11T21:30:01Z,15885378,499382,18968,iKm5-XtXcII,PLK2zhq9oy0K67Rg-k8haJCKMSXbt7Fhtr,TV Performances,32600000
418,The Weeknd’s FULL Pepsi Super Bowl LV Halftime Show,NFL,2021-02-08T01:57:48Z,60533923,1551091,125272,9rhadTURsrw,PLK2zhq9oy0K6rjySCH1nARTssbv8m2Kfm,Official Videos,32600000
419,The Weeknd - In Your Eyes ft Kenny G (Time100 Live Performance),The Weeknd,2020-09-25T23:04:05Z,4852319,138625,5666,I3f05qYeVl8,PLK2zhq9oy0K6rjySCH1nARTssbv8m2Kfm,Official Videos,32600000
420,The Weeknd - In Your Eyes ft Kenny G (Time100 Live Performance),The Weeknd,2020-09-25T23:04:05Z,4852319,138625,5666,I3f05qYeVl8,PLK2zhq9oy0K6rjySCH1nARTssbv8m2Kfm,Official Videos,32600000
421,"The Weeknd - ""Blinding Lights"" (Live on Saturday Night Live / 2020)",TheWeekndVEVO,2020-03-08T08:48:53Z,6685448,170063,6146,17GxpgE-Fwo,PLK2zhq9oy0K67Rg-k8haJCKMSXbt7Fhtr,TV Performances,32600000
422,"The Weeknd - ""Scared To Live"" (Live on Saturday Night Live / 2020)",TheWeekndVEVO,2020-03-08T08:48:25Z,5478945,142250,7030,6Nm9RZqBaBM,PLK2zhq9oy0K67Rg-k8haJCKMSXbt7Fhtr,TV Performances,32600000
423,The Weeknd - Blinding Lights (Live On Jimmy Kimmel Live! / 2020),TheWeekndVEVO,2020-01-23T08:40:08Z,14897446,398076,13781,VJYpyC1SNPc,PLK2zhq9oy0K67Rg-k8haJCKMSXbt7Fhtr,TV Performances,32600000
424,The Weeknd - Heartless (Live on The Late Show with Stephen Colbert / 2019),TheWeekndVEVO,2020-01-06T22:07:37Z,6849463,148757,3968,MebxOSsP6yk,PLK2zhq9oy0K67Rg-k8haJCKMSXbt7Fhtr,TV Performances,32600000
425,The Weeknd - Blinding Lights (Live on The Late Show with Stephen Colbert / 2019),TheWeekndVEVO,2020-01-06T21:56:52Z,1879350,57004,1585,kMQSbqZZEfA,PLK2zhq9oy0K67Rg-k8haJCKMSXbt7Fhtr,TV Performances,32600000
426,The Weeknd - The Hills ft. Nicki Minaj (Live on SNL),TheWeekndVEVO,2015-10-11T16:02:07Z,3156908,44971,2755,EusT7GqGZbg,PLK2zhq9oy0K67Rg-k8haJCKMSXbt7Fhtr,TV Performances,32600000
427,The Weeknd Live @ Late Show With David Letterman - Pretty,The Weeknd Blog,2013-10-10T05:21:35Z,1409034,18105,1204,djnUXeUaXuo,PLK2zhq9oy0K67Rg-k8haJCKMSXbt7Fhtr,TV Performances,32600000
428,The Weeknd - Pretty (Live),Freeda Vasquez,2014-04-06T00:11:13Z,1295,111,3,kw9PVMAlLZE,PLK2zhq9oy0K67Rg-k8haJCKMSXbt7Fhtr,TV Performances,32600000
429,The Weeknd - The Zone (Live on Later...With Jools Holland) [HD],Lavezzi,2012-12-01T12:16:38Z,348351,2293,261,8jAmR3chv1Q,PLK2zhq9oy0K67Rg-k8haJCKMSXbt7Fhtr,TV Performances,32600000
430,The Weeknd - High For This (Live on Later...With Jools Holland) [HD],Lavezzi,2012-12-01T12:21:36Z,486189,2491,280,UkaIZT4xvqs,PLK2zhq9oy0K67Rg-k8haJCKMSXbt7Fhtr,TV Performances,32600000
431,Creepin' (Remix) (Official Video),MetroBoominVEVO,2023-03-17T15:00:08Z,16892970,302293,5357,6DWjiWEmxME,PLK2zhq9oy0K6rjySCH1nARTssbv8m2Kfm,Official Videos,32600000
432,The Weeknd - Is There Someone Else?,TheWeekndVEVO,2023-01-07T17:00:02Z,26283629,634154,14433,1XqIWr_WqM4,PLK2zhq9oy0K6rjySCH1nARTssbv8m2Kfm,Official Videos,32600000
433,The Weeknd: After Hours Nightmare – Halloween Horror Nights 2022,Halloween Horror Nights,2022-07-26T16:16:05Z,517154,9640,552,DEQRHplYpWs,PLK2zhq9oy0K6rjySCH1nARTssbv8m2Kfm,Official Videos,32600000
434,The Weeknd - Out of Time (Official Video),TheWeekndVEVO,2022-04-05T13:00:10Z,93440067,1605950,42041,2fDzCWNS3ig,PLK2zhq9oy0K6rjySCH1nARTssbv8m2Kfm,Official Videos,32600000
435,The Weeknd - 103.5 DAWN FM,TheWeekndVEVO,2022-01-17T11:00:21Z,12703342,226386,7775,hWlYEaxubRY,PLK2zhq9oy0K6rjySCH1nARTssbv8m2Kfm,Official Videos,32600000
436,"The Weeknd, Swedish House Mafia - Sacrifice (Remix / Alternate World)",TheWeekndVEVO,2022-01-12T05:00:30Z,11196002,243681,7569,lu7lJ5okjyo,PLK2zhq9oy0K6rjySCH1nARTssbv8m2Kfm,Official Videos,32600000
437,The Weeknd - Gasoline (Official Music Video),TheWeekndVEVO,2022-01-11T14:00:21Z,16495575,342921,12933,iOa7uE23qc4,PLK2zhq9oy0K6rjySCH1nARTssbv8m2Kfm,Official Videos,32600000
438,The Weeknd - Sacrifice,TheWeekndVEVO,2022-01-07T20:00:09Z,60111193,933992,32431,VafTMsrnSTU,PLK2zhq9oy0K6rjySCH1nARTssbv8m2Kfm,Official Videos,32600000
439,The Weeknd - Die For You (Official Music Video),TheWeekndVEVO,2021-11-25T05:00:15Z,74832455,1460656,33908,uPD0QOGTmMI,PLK2zhq9oy0K6rjySCH1nARTssbv8m2Kfm,Official Videos,32600000
440,Swedish House Mafia and The Weeknd - Moth To A Flame (Official Lyric Video),SHMVEVO,2021-10-26T16:00:20Z,1202979,33059,802,goi92D59kIg,PLK2zhq9oy0K6rjySCH1nARTssbv8m2Kfm,Official Videos,32600000
441,Swedish House Mafia and The Weeknd - Moth To A Flame (Official Video),TheWeekndVEVO,2021-10-22T04:00:11Z,80863464,1109404,31554,u9n7Cw-4_HQ,PLK2zhq9oy0K6rjySCH1nARTssbv8m2Kfm,Official Videos,32600000
442,The Weeknd - Take My Breath (Official Music Video),TheWeekndVEVO,2021-08-06T04:00:09Z,149493835,1759174,58863,rhTl_OyehF8,FL0WP5P-ufpRfjbNrmOWwLBQ,Favorites,32600000
443,The Weeknd & Ariana Grande - Save Your Tears (Remix) (Official Video),TheWeekndVEVO,2021-04-23T04:00:06Z,273663916,3525597,91838,LIIDh-qI9oI,PLK2zhq9oy0K6rjySCH1nARTssbv8m2Kfm,Official Videos,32600000
444,The Weeknd’s FULL Pepsi Super Bowl LV Halftime Show,NFL,2021-02-08T01:57:48Z,60533923,1551091,125272,9rhadTURsrw,PLK2zhq9oy0K6rjySCH1nARTssbv8m2Kfm,Official Videos,32600000
445,The Weeknd - Save Your Tears (Official Music Video),TheWeekndVEVO,2021-01-05T17:00:12Z,1233674426,8082366,282780,XXYlFuWEuKI,PLK2zhq9oy0K6rjySCH1nARTssbv8m2Kfm,Official Videos,32600000
446,The Weeknd - Too Late (Official Video),TheWeekndVEVO,2020-10-22T19:00:09Z,20735033,649524,35477,Wh8DT09QCHI,PLK2zhq9oy0K6rjySCH1nARTssbv8m2Kfm,Official Videos,32600000
447,The Weeknd - In Your Eyes ft Kenny G (Time100 Live Performance),The Weeknd,2020-09-25T23:04:05Z,4852319,138625,5666,I3f05qYeVl8,PLK2zhq9oy0K6rjySCH1nARTssbv8m2Kfm,Official Videos,32600000
448,The Weeknd - Blinding Lights (Chromatics Remix Music Video),The Weeknd,2020-05-05T19:00:11Z,8593618,224155,5617,imOUKPruPHk,PLK2zhq9oy0K6rjySCH1nARTssbv8m2Kfm,Official Videos,32600000
449,The Weeknd - In Your Eyes (Official Video),TheWeekndVEVO,2020-03-23T16:00:10Z,103072469,1303051,45901,dqRZDebPIGs,PLK2zhq9oy0K6rjySCH1nARTssbv8m2Kfm,Official Videos,32600000
450,The Weeknd - Until I Bleed Out (Official Video),TheWeekndVEVO,2020-04-07T16:00:31Z,21509825,417283,14347,i58MNnk6BhY,PLK2zhq9oy0K6rjySCH1nARTssbv8m2Kfm,Official Videos,32600000
451,The Weeknd - After Hours (Short Film),TheWeekndVEVO,2020-03-04T16:00:11Z,13319059,438939,17822,oq9AgxHvGjw,PLK2zhq9oy0K6rjySCH1nARTssbv8m2Kfm,Official Videos,32600000
452,The Weeknd - Blinding Lights (Official Video),TheWeekndVEVO,2020-01-21T18:00:10Z,728493934,9285396,287566,4NRXx6U8ABQ,PLK2zhq9oy0K6rjySCH1nARTssbv8m2Kfm,Official Videos,32600000
453,The Weeknd - Heartless (Official Video),TheWeekndVEVO,2019-12-03T22:30:12Z,177208739,2087474,66838,1DpH-icPpl0,PLK2zhq9oy0K6rjySCH1nARTssbv8m2Kfm,Official Videos,32600000
454,Album Title,The Weeknd,2020-02-13T19:24:50Z,2383506,116720,5584,0dXLhjAxUl8,PLK2zhq9oy0K6rjySCH1nARTssbv8m2Kfm,Official Videos,32600000
455,American Dad — The Weeknd’s Dark Secret,The Weeknd,2020-05-05T05:30:02Z,15480306,742557,25762,S7OTZMopkUg,PLK2zhq9oy0K6rjySCH1nARTssbv8m2Kfm,Official Videos,32600000
456,The Weeknd - Call Out My Name (Official Video),TheWeekndVEVO,2018-04-12T16:00:04Z,881051381,6221165,123750,M4ZoCHID9GI,PLK2zhq9oy0K6rjySCH1nARTssbv8m2Kfm,Official Videos,32600000
457,The Weeknd - In The Night (Official Video),TheWeekndVEVO,2015-12-09T00:00:01Z,89958929,754557,28115,2iFa5We6zqw,PLK2zhq9oy0K6rjySCH1nARTssbv8m2Kfm,Official Videos,32600000
458,The Weeknd - The Hills remix feat. Eminem ( A Virtual Reality Experience),The Weeknd,2015-10-20T22:31:42Z,3892766,73220,2650,2fhjdtQDcOo,PLK2zhq9oy0K6rjySCH1nARTssbv8m2Kfm,Official Videos,32600000
459,The Weeknd - Can't Feel My Face (Official Video),TheWeekndVEVO,2015-07-29T16:00:02Z,1342027758,6681058,191811,KEI4qSrkPAs,PLK2zhq9oy0K6rjySCH1nARTssbv8m2Kfm,Official Videos,32600000
460,The Weeknd - Tell Your Friends (Official Video),TheWeekndVEVO,2015-08-24T16:00:02Z,79540319,573821,23345,j1ngEIxopUU,PLK2zhq9oy0K6rjySCH1nARTssbv8m2Kfm,Official Videos,32600000
461,The Weeknd - The Hills,TheWeekndVEVO,2015-05-27T13:00:03Z,1995468000,12135311,309815,yzTuBuRdAyA,PLK2zhq9oy0K6rjySCH1nARTssbv8m2Kfm,Official Videos,32600000
462,The Weeknd - Often (NSFW) (Official Video),TheWeekndVEVO,2014-08-21T20:25:01Z,509516717,2761143,63731,JPIhUaONiLU,FL0WP5P-ufpRfjbNrmOWwLBQ,Favorites,32600000
463,The Weeknd - Pretty (Explicit) (Official Video),TheWeekndVEVO,2013-09-20T15:40:01Z,10909483,161957,10542,HxilwT1sKSo,PLK2zhq9oy0K6rjySCH1nARTssbv8m2Kfm,Official Videos,32600000
464,The Weeknd - Live For feat. Drake (Official Video),The Weeknd,2013-09-11T19:50:12Z,2829639,25635,1488,IqLlfuLrhxM,PLK2zhq9oy0K6rjySCH1nARTssbv8m2Kfm,Official Videos,32600000
465,The Weeknd - Belong To The World (Official Video),TheWeekndVEVO,2013-07-16T10:00:20Z,23624316,140301,9176,lYO77zNhWl4,PLK2zhq9oy0K6rjySCH1nARTssbv8m2Kfm,Official Videos,32600000
466,The Weeknd - Kiss Land (Official Video),The Weeknd,2013-06-25T16:41:51Z,4508463,62396,3880,Wq6V9YpE1aE,PLK2zhq9oy0K6rjySCH1nARTssbv8m2Kfm,Official Videos,32600000
467,The Weeknd - Twenty Eight (Explicit) (Official Video),TheWeekndVEVO,2013-02-13T16:55:08Z,14952137,221346,13023,2_ScGcuXZqc,PLK2zhq9oy0K6rjySCH1nARTssbv8m2Kfm,Official Videos,32600000
468,The Weeknd - The Zone feat. Drake (Official Video),The Weeknd,2012-11-08T06:50:10Z,6005814,36694,3122,HqyBbd2ZMBw,PLK2zhq9oy0K6rjySCH1nARTssbv8m2Kfm,Official Videos,32600000
469,The Weeknd - Wicked Games (Official Video - Explicit),TheWeekndVEVO,2012-10-18T16:00:25Z,245820690,1584402,50524,O1OTWCd40bc,PLK2zhq9oy0K6rjySCH1nARTssbv8m2Kfm,Official Videos,32600000
470,The Weeknd - Rolling Stone (Explicit) (Official Video),TheWeekndVEVO,2012-10-03T07:00:17Z,52809213,325537,14536,ORVz_qeKgvg,PLK2zhq9oy0K6rjySCH1nARTssbv8m2Kfm,Official Videos,32600000
471,The Weeknd - The Knowing (Official Video),The Weeknd,2012-02-24T09:13:18Z,9219058,87410,7534,vPp5Ty9EE6k,PLK2zhq9oy0K6rjySCH1nARTssbv8m2Kfm,Official Videos,32600000
472,The Weeknd - Take My Breath (Official Music Video),TheWeekndVEVO,2021-08-06T04:00:09Z,149493835,1759174,58863,rhTl_OyehF8,FL0WP5P-ufpRfjbNrmOWwLBQ,Favorites,32600000
473,The Weeknd - Often (NSFW) (Official Video),TheWeekndVEVO,2014-08-21T20:25:01Z,509516717,2761143,63731,JPIhUaONiLU,FL0WP5P-ufpRfjbNrmOWwLBQ,Favorites,32600000
474,The Weeknd - D.D.,The Weeknd,2011-12-22T22:35:25Z,8725375,89941,4907,FXT1oKrgq0o,PLDA6201BA77AD3BBE,The Weeknd - Echoes Of Silence (Mixtape),32600000
475,The Weeknd - Montreal,The Weeknd,2011-12-25T07:39:38Z,14113037,94922,5278,TV1r4m8c9SI,PLDA6201BA77AD3BBE,The Weeknd - Echoes Of Silence (Mixtape),32600000
476,The Weeknd - Outside,The Weeknd,2011-12-28T04:32:01Z,12428411,69429,3598,umvomiY7804,PLDA6201BA77AD3BBE,The Weeknd - Echoes Of Silence (Mixtape),32600000
477,The Weeknd - XO / The Host,The Weeknd,2011-12-31T07:26:39Z,9795839,65923,3941,6FFSCF0gXt0,PLDA6201BA77AD3BBE,The Weeknd - Echoes Of Silence (Mixtape),32600000
478,The Weeknd - Initiation,The Weeknd,2012-01-03T01:45:08Z,8023753,62998,4108,EDFEQyx7o4k,PLDA6201BA77AD3BBE,The Weeknd - Echoes Of Silence (Mixtape),32600000
479,The Weeknd - Same Old Song,The Weeknd,2012-01-06T06:56:05Z,12735205,96038,4256,NID-2orTN8U,PLDA6201BA77AD3BBE,The Weeknd - Echoes Of Silence (Mixtape),32600000
