,vid_name,channel_name,publishedAt ,views,likes,commentCount,vidID,Playlist_id,Playlist_name,Subscribers
348,Moses Sumney - Get It B4,The Weeknd,2023-06-19T04:01:02Z,122684,6716,317,w__JeJM212U,PLK2zhq9oy0K5VsljASObg3QJ-hNwxsB1H,The Idol (Music from the HBO Original Series),32600000
349,The Weeknd - Take Me Back (Official Audio),The Weeknd,2023-06-19T04:00:57Z,784696,33131,1140,cSPE7lNR73o,PLK2zhq9oy0K5VsljASObg3QJ-hNwxsB1H,The Idol (Music from the HBO Original Series),32600000
350,Suzanna Son & The Weeknd - Family (Official Audio),The Weeknd,2023-06-13T14:03:39Z,741059,29241,932,1ztt-NkU7GE,PLK2zhq9oy0K5VsljASObg3QJ-hNwxsB1H,The Idol (Music from the HBO Original Series),32600000
351,Mike Dean - Devil's Paradise (Official Audio),The Weeknd,2023-06-13T14:03:35Z,192125,10129,363,ifLpA9izsVI,PLK2zhq9oy0K5VsljASObg3QJ-hNwxsB1H,The Idol (Music from the HBO Original Series),32600000
352,The Weeknd & Mike Dean - The Lure (Main Theme) [Official Audio],The Weeknd,2023-06-09T15:16:06Z,445271,21602,1093,YhdZFxKtafY,PLK2zhq9oy0K5VsljASObg3QJ-hNwxsB1H,The Idol (Music from the HBO Original Series),32600000
353,Lily-Rose Depp - World Class Sinner / I’m a Freak (Official Audio),The Weeknd,2023-06-09T04:02:00Z,4001847,131563,3578,CD90Zx1BYiQ,PLK2zhq9oy0K5VsljASObg3QJ-hNwxsB1H,The Idol (Music from the HBO Original Series),32600000
354,World Class Sinner / I’m A Freak (Music from the HBO Original Series The Idol),The Weeknd,2023-06-24T21:04:09Z,132911,5652,170,-cjPRcShDQo,PLK2zhq9oy0K5VsljASObg3QJ-hNwxsB1H,The Idol (Music from the HBO Original Series),32600000
355,One Of The Girls (Music from the HBO Original Series The Idol),The Weeknd,2023-06-24T21:02:28Z,680493,46853,616,08axdP_7hr0,PLK2zhq9oy0K5VsljASObg3QJ-hNwxsB1H,The Idol (Music from the HBO Original Series),32600000
356,Take Me Back (Music from the HBO Original Series The Idol),The Weeknd,2023-06-24T21:00:34Z,68893,5774,82,icbLbaOZsyA,PLK2zhq9oy0K5VsljASObg3QJ-hNwxsB1H,The Idol (Music from the HBO Original Series),32600000
357,A Lesser Man (Music from the HBO Original Series The Idol),The Weeknd,2023-06-24T20:58:45Z,122771,6691,74,5ImuIp7bYn0,PLK2zhq9oy0K5VsljASObg3QJ-hNwxsB1H,The Idol (Music from the HBO Original Series),32600000
358,Get It B4 (Music from the HBO Original Series The Idol),The Weeknd,2023-06-24T20:56:28Z,38320,2752,24,BoQzNoSI7tE,PLK2zhq9oy0K5VsljASObg3QJ-hNwxsB1H,The Idol (Music from the HBO Original Series),32600000
359,episode 4 this Sunday…#TheIdol #Tedros ❤️‍🔥,The Weeknd,2023-06-23T21:44:16Z,54771,3734,106,b-uIEh86fkU,PLK2zhq9oy0K5VsljASObg3QJ-hNwxsB1H,The Idol (Music from the HBO Original Series),32600000
360,fun times ahead #theidol #streamonmax,The Weeknd,2023-06-08T01:19:16Z,99240,7156,129,bOTkINQJoik,PLK2zhq9oy0K5VsljASObg3QJ-hNwxsB1H,The Idol (Music from the HBO Original Series),32600000
361,POPULAR ft @playboicarti / @madonna OUT NOW! TV SHOW OUT THIS SUNDAY @theidol @hbo @streamonmax,The Weeknd,2023-06-02T04:39:05Z,147896,16101,190,Suv2_ZJ2J6Q,PLK2zhq9oy0K5VsljASObg3QJ-hNwxsB1H,The Idol (Music from the HBO Original Series),32600000
362,The Idol | Official Trailer | HBO,The Weeknd,2023-05-30T15:14:50Z,572629,29654,1217,BZTfIl18BEw,PLK2zhq9oy0K5VsljASObg3QJ-hNwxsB1H,The Idol (Music from the HBO Original Series),32600000
